sheet,group,learning_path,course,section,lesson_name,video_url,source
EndUser SCE,,,,2. Create new,Create Direct Interorganization Transfer,https://vimeo.com/926428934/495024e08e,vimeo
EndUser SCE,,,,2. Create new,Create In-Transit Interorganization Transfers,https://vimeo.com/926429791/6d36f92ff8,vimeo
EndUser SCE,,,,2. Create new,Receive In-Transit Interorganization Transfers,https://vimeo.com/928060751/4f75fa7a58,vimeo
EndUser SCE,,,,2. Create new,Putaway In-Transit Interorganization Transfers,https://vimeo.com/928061943/323c0400ac,vimeo
EndUser SCE,,,Transfer Orders,1. Learn about,Transfer Order Overview,https://vimeo.com/928063529/e895a5bf75,vimeo
EndUser SCE,,,,2. Create new,Create ad-hoc Transfer Order,https://vimeo.com/928066053/de5f674316,vimeo
EndUser SCE,,,,2. Create new,Pickrelease Transfer Orders,https://vimeo.com/930260265/ce97138e50,vimeo
EndUser SCE,,,,2. Create new,Shipping Transfer Orders,https://vimeo.com/930262276/9d1afa27dc,vimeo
EndUser SCE,,,,2. Create new,Interface Transfer Order Shipping Information to Inventory,https://vimeo.com/930263086/8127578640,vimeo
EndUser SCE,,,,3. Find existing,Manage Transfer Orders,https://vimeo.com/930264108/f004435bb9,vimeo
EndUser SCE,,,Min-Max-Planning,1. Learn about,Intro into Min-Max-Planning,https://vimeo.com/930264920/21634572f5,vimeo
EndUser SCE,,,,1. Learn about,Min-Max-Planning Reorder QTY Calculation,https://vimeo.com/932671236/29e271e5a6,vimeo
EndUser SCE,,,,1. Learn about,Min-Max-Planning Rounding Rules,https://vimeo.com/930268499/9131639034,vimeo
EndUser SCE,,,,2. Create new,Create Min-Max-Planning for Subinventory Replenishment,https://vimeo.com/933037284/b2b121eb94,vimeo
EndUser SCE,,,,2. Create new,Run Supplier Replenishment Min-Max-Planning Processes,https://vimeo.com/935359414/8b782a7c9c,vimeo
EndUser SCE,,,,2. Create new,Process the Requisition into a PO Min-Max-Supplier,https://vimeo.com/935364669/dc1b55e0ee,vimeo
EndUser SCE,,,,2. Create new,Supplier MIn Max Planning Receive PO,https://vimeo.com/935366169/0f6b20ff82,vimeo
EndUser SCE,,,,2. Create new,Create Min-Max-Planning from Organization,https://vimeo.com/935367882/04ba46ad80,vimeo
EndUser SCE,,,,2. Create new,Min Max Planning Org Processes,https://vimeo.com/940771066/e110f149f8,vimeo
EndUser SCE,,,Counting,1. Learn about,Counting Intro,https://vimeo.com/940772959/039d35e6c4,vimeo
EndUser SCE,,,,2. Create new,Create Cycle Count,https://vimeo.com/940775375/f512ef2b9b,vimeo
EndUser SCE,,,,2. Create new,Process Cycle Count and Print Report,https://vimeo.com/940777015/3fe0ce9942,vimeo
EndUser SCE,,,,2. Create new,Record Count Sequences,https://vimeo.com/940778220/b48184d5ce,vimeo
EndUser SCE,,,,2. Create new,Approve Cycle Count Adjustments,https://vimeo.com/940779538/54c9efca3a,vimeo
EndUser SCE,,,,2. Create new,Create Physical Inventory,https://vimeo.com/946404842/7f68a0ca95,vimeo
EndUser SCE,,,,2. Create new,Initiate Physical Inventory Counting,https://vimeo.com/946405632/f9f0863ad3,vimeo
EndUser SCE,,,,2. Create new,Record Physical Inventory Tags,https://vimeo.com/946405966/f80cb26a05,vimeo
EndUser SCE,,,,2. Create new,Approve Physical Inventory Adjustments and post changes,https://vimeo.com/946406512/86f9b3dcfa,vimeo
EndUser SCE,,,Receiving,1. Learn about,40 Receipt Routing Options,https://vimeo.com/946407335/f1a794bb36,vimeo
EndUser SCE,,,,2. Create new,41 Correcting Receipts,https://vimeo.com/946408428/0b212178b6,vimeo
EndUser SCE,,,,2. Create new,42 Returning Receipts,https://vimeo.com/946409238/f6df210ecb,vimeo
EndUser SCE,Supply Chain Execution,Cost Accounting,The Fundamentals of the Cost Accounting Cloud in Oracle Cloud,0. Overview,Oracle Cloud Cost Accounting Application Overview,https://vimeo.com/956868321/61405cd268,vimeo
EndUser SCE,,,,0. Overview,Oracle Cloud Cost Organization Structure,https://vimeo.com/956867113/4fdec766a6,vimeo
EndUser SCE,,,,0. Overview,Oracle Cloud Cost Profiles Overview,https://vimeo.com/956867748/aca16573e9,vimeo
EndUser SCE,,,,2. Create new,Actual Cost Step 1 View Default Item Cost Profile,https://vimeo.com/956869043/032337f0f5,vimeo
EndUser SCE,,,,2. Create new,Actual Cost Step 2 Create Actual Cost Item,https://vimeo.com/956869431/165dc4b5cc,vimeo
EndUser SCE,,,,2. Create new,Actual Cost Step 3 Create Miscellaneous Transaction,https://vimeo.com/956870054/d03686a223,vimeo
EndUser SCE,,,,2. Create new,Actual Cost Step 4 Transfer Transactions from Inventory to Costing,https://vimeo.com/956870585/d1df38e87e,vimeo
EndUser SCE,,,,2. Create new,Actual Cost Step 5 Create Cost Accounting Distributions,https://vimeo.com/961302738/8420120984,vimeo
EndUser SCE,,,,2. Create new,Actual Cost Step 6 Create Cost Accounting,https://vimeo.com/961305791/b8424a1521,vimeo
EndUser SCE,,,,2. Create new,Errorshooting Cost Accounting Processes,https://vimeo.com/961310587/a7c47801d9,vimeo
EndUser SCE,,,,2. Create new,Opening Cost Accounting Periods,https://vimeo.com/961313096/9034a564d9,vimeo
EndUser SCE,,,,2. Create new,Review Item Cost in Oracle Cloud,https://vimeo.com/961314350/fee5639597,vimeo
EndUser SCE,,,,2. Create new,Inventory Valuation in Oracle Clouds Cost Accounting,https://vimeo.com/961311926/4c73ab1fb1,vimeo
EndUser SCE,,,,2. Create new,Cost Adjustments in Oracle Cloud,https://vimeo.com/961308457/756e639e4b,vimeo
EndUser SCE,,,,2. Create new,Standard Cost Step 1 View Standard Cost Default Cost Profile,https://vimeo.com/961399177/00ab80f4a7,vimeo
EndUser SCE,,,,2. Create new,Standard Cost Step 2 Create Standard Cost Item,https://vimeo.com/961400275/a24f553abf,vimeo
EndUser SCE,,,,2. Create new,Standard Cost Step 3 Create Cost Scenario,https://vimeo.com/961401567/ea36a9cb2a,vimeo
EndUser SCE,,,,2. Create new,Standard Cost Step 4 Define and Update Standard Cost,https://vimeo.com/961403007/4a1af9be41,vimeo
EndUser SCE,,,,2. Create new,Standard Cost Step 5 Create and Receive PO with PCV,https://vimeo.com/961405641/cad2d101e6,vimeo
EndUser SCE,,,,2. Create new,Standard Cost Step 6 Transfer Transactions to Costing,https://vimeo.com/961407857/ce69cca485,vimeo
EndUser SCE,,,,2. Create new,Standard Cost Step 7 Create Distributions and review PPV/PCV,https://vimeo.com/961408825/099e14ff56,vimeo
EndUser SCE,,,,2. Create new,Standard Cost Step 8 Create Accounting and review Journal Entries,https://vimeo.com/961410649/0ad28b298d,vimeo
EndUser SCE,,,,1. Learn about,Overhead Rates Overview,https://vimeo.com/961539784/fa8f3584d0,vimeo
EndUser SCE,,,,1. Learn about,Resource Rates Overview,https://vimeo.com/962302514/6b1edc7ff7,vimeo
EndUser SCE,,,,2. Create new,How to Create a Resource in Oracle Clouds Work Definitions,https://vimeo.com/962301472/8c93a41bd8,vimeo
EndUser SCE,,,,2. Create new,Defining Resource Rates in Oracle Cloud,https://vimeo.com/962297329/a22de0a006,vimeo
EndUser SCE,,,,2. Create new,Defining Overhead Rates in Oracle Cloud,https://vimeo.com/961529769/afd7c75860,vimeo
EndUser SCE,,,,2. Create new,Overhead Accounting Rules,https://vimeo.com/962298806/8e19dbe74f,vimeo
EndUser SCE,,,,3. Find existing,Review existing Work Definitions for Standard Cost Rollup,https://vimeo.com/962307700/6dab92b01a,vimeo
EndUser SCE,,,,3. Find existing,Review Standard Cost for Standard Cost Rollup,https://vimeo.com/962309891/640cdadba9,vimeo
EndUser SCE,,,,2. Create new,Rollup Standard Cost,https://vimeo.com/962312384/4835580bc0,vimeo
EndUser SCE,,,,2. Create new,Review Work Order Cost,https://vimeo.com/962311431/5a85b35973,vimeo
EndUser SCE,,,,2. Create new,Create Cost Distribution Details Report,https://vimeo.com/962306402/a838093fe4,vimeo
EndUser SCE,,,,2. Create new,Compare Standard Cost Scenarios,https://vimeo.com/962304126/a39120ba6e,vimeo
Finance,,,,1. Learn about,Journal Application Overview,https://vimeo.com/1008107602/90ad4874eb,vimeo
Finance,,,How to create basic transactions,2. Create new,How to Create an On-Line Journal,https://vimeo.com/1008107700/d0d8665e43,vimeo
Finance,,,,2. Create new,How to Create an Excel Upload Journal,https://vimeo.com/1008107548/d1367bb2cb,vimeo
Finance,,,,2. Create new,How to Create a Statistical Journal,https://vimeo.com/1008107845/c9c832bb40,vimeo
Finance,,,,2. Create new,How to Create a Budget Journal,https://vimeo.com/1008107488/8b73b15136,vimeo
Finance,,,,2. Create new,How to Create a Foreign Currency Spreadsheet Journal,https://vimeo.com/1008107510/23fbfc5a64,vimeo
Finance,,,,4. Change existing,How to Edit a Journal,https://vimeo.com/1008107533/9d241298b2,vimeo
Finance,,,"How to Approve, Post and Reverse Tranactions",4. Change existing,How to Approve a Journal,https://vimeo.com/1008107628/b84322cd3d,vimeo
Finance,,,,4. Change existing,How to Post a Journal,https://vimeo.com/1008107738/0451a22b7e,vimeo
Finance,,,,4. Change existing,How to Run the Journal Autopost,https://vimeo.com/1008107648/2461acd7dc,vimeo
Finance,,,,4. Change existing,How to Post a Prior Period Journal,https://vimeo.com/1008107769/f4862a0bf6,vimeo
Finance,,,,4. Change existing,How to Post a Future Period Journal,https://vimeo.com/1008107576/0e132a4444,vimeo
Finance,,,,4. Change existing,How to Reverse a Posted Journal,https://vimeo.com/1008107792/7dd42fdabe,vimeo
Finance,,,How to Review and Report Journal Transactions,3. Find existing,How to Review a Journal,https://vimeo.com/1008107812/111b5f9fbd,vimeo
Finance,,,,3. Find existing,How to Run the Journals Report,https://vimeo.com/1008107673/afd1f2e306,vimeo
Finance,,,,3. Find existing,How to Run the  Account Analysis Report,https://vimeo.com/1008107452/5847112ed5,vimeo
